Wavelength (nm),Turmeric,Ashwagandha,Aloe Vera,Tulsi,Amla,Licorice,Neem,Ginger,Lead Chromate,Starch Powder,Synthetic Gel,Papaya Leaves,Unripe Fruits,Dried Starch,Fake Leaves,Non-Ginger Roots
400.0,-0.0014515282257663797,-0.0040445977167583936,0.01369936744976101,-0.002826803689034998,0.004747348501377875,-0.006248532460927575,0.005592210466111075,-0.021634545763550693,0.051455843929453314,0.029105148251884316,0.0589002407929199,0.044681997520170914,-0.025033902969506874,0.06292279272189094,0.09138451760326181,0.002150422036721271
404.04040404040404,0.013548192334372997,-0.0002857367862135439,0.016200363522075507,-0.018790370952221355,-0.0036700234423217622,0.02849539811038867,-0.006864050393338916,0.007880390877013374,0.02707972184919981,-0.03560141182294808,-0.007042679841319304,0.05875472763457954,-0.037048927958210146,0.015392023707705491,0.06298566243342359,-0.03307920736744058
408.0808080808081,-0.036768064145365834,0.024433894439365448,0.020511405676112572,-0.020320921220905907,0.02288254993350372,-0.017768306038786114,-0.003123795313338598,0.028577120663668697,-0.025355372602993104,0.05173625127995457,-0.06928499089684033,-0.08147413518204535,-0.06919570142364011,-0.03051134684479924,-0.016729466060555274,-0.039204635160879825
412.1212121212121,0.04104305374418563,0.016281228781275827,0.008297808805417846,-0.008942107903821538,0.0023507327441724553,-0.02444545883092354,-0.011436778537211206,-0.022008152281019388,-0.04883110601725541,-0.0011788208176987966,0.01314781047256703,0.018072507075600073,-0.03263850855637164,-0.017162879006342616,-0.09177042812781472,0.06702265122022541
416.16161616161617,0.003404507281869316,0.0016737876899592889,-0.001576902439337687,0.024922872405613777,-7.838595711667123e-05,0.015255701809565156,-0.023050308156951943,0.024871761501919245,-0.039352403730955034,0.0001011208350715193,-0.010363330094802134,-0.021012795100659058,-0.08523691916314818,-0.012916550323166779,0.037286198259027035,-0.00770073171535611
420.2020202020202,-0.03286956261995614,0.040591495006145825,-0.022153433946513233,0.010380415993531237,-0.0019578472008210403,0.014845042256627987,-0.022995787736576793,0.01931932272312095,-0.03408274097258536,0.02782261300680344,-0.022727441997347848,0.023087519158828673,0.06593813317828222,-0.05380180736813838,0.0686559898020234,-0.025591905153241046
424.24242424242425,-0.013743720879369814,0.024100951785842994,0.025742961460697617,0.005994652612599549,0.01353454366646929,0.017389956495633397,-0.014969556040913354,-0.009542143204373158,-0.09850072953254799,-0.0014819556601685885,0.03057421167742353,-0.012540345960357375,0.018907205048080737,-0.01397267507497734,-0.0493421148050072,-0.05790606708635744
428.2828282828283,-0.005845845486468636,-0.009782239078006003,-0.01503548224104058,0.012374736660023566,0.03461299777213891,0.006632096076420868,0.012393254978216835,0.025971827829427623,0.07570722027511026,-0.007517424448612817,0.01619786279626908,-0.1280366891209444,0.024939244242802153,-0.03737131733417765,-0.10171942058141409,0.0009956294360114503
432.32323232323233,0.02178951784585925,-0.004343567153436375,0.003759653591656029,0.00953695234288356,0.015835271036796956,-0.03895535667697998,-0.015457704593567288,0.0019286600013456929,0.059396607272734825,0.02082094792684441,-0.017685530496198323,-0.059817811813716794,0.07256532205511297,0.007222528124973863,-0.014719038391978587,-0.08804320241811227
436.3636363636364,-0.003935664909483163,-0.02645713513087942,-0.001346246257378601,0.010412448123324435,-0.016879098445083056,-0.0018955127490916464,0.037143295604935324,0.03113071936209093,-0.03798835030406363,-0.02421254197863321,-0.09859066282385764,-0.052217191002468064,-0.0028937048230081195,-0.02041111818758129,-0.00933721730837885,-0.06772321027296718
440.4040404040404,-0.010067734439930958,-0.008358571723224847,-0.0030602119536661185,-0.0013006827639733863,0.002481833986129814,0.018469735157302318,0.006049460289686408,0.01259871759217788,0.013266306497023893,0.056412937423212024,0.02993499080103639,-0.045411422552532645,-0.014061587036618667,0.02907204170699611,-0.03945939850049567,0.019871783673609995
444.44444444444446,0.017923680267373253,0.03536908888444369,-0.025643219369936927,-0.03456489110126439,-0.01085379526505057,0.015721698407364707,0.007844731548546377,0.03325360493343431,-0.061170782357423945,0.0411350927594235,-0.0025288481202081145,0.07077672224157962,-0.06819468570201505,-0.057687572501128284,-0.08151743878186302,-0.014386259511634247
448.4848484848485,-0.0069908435694993895,0.020044999467614906,-0.021750077934776183,-0.0029516944200175216,-0.0023851565806503085,0.039299579734767706,0.008666553062171869,-0.015568651539159817,0.0437707739165292,0.06147394787111413,-0.04169561253366022,-0.0336232601258603,0.01801341255358971,-0.03589302408635508,0.047550201395321595,0.0904468514943049
452.52525252525254,0.016147654668027228,-0.023851883538689753,-0.018034334348708096,-0.018859302932036134,-0.0004655310154196674,-0.009715074509461172,0.011027335649746693,-0.02658555505155802,-0.048410941655522434,-0.0631960540768327,0.07359032166403721,0.00572674634809967,0.04404460297765031,0.011539043990867437,-0.0652282498428095,0.06149694911356525
456.5656565656566,-0.011307909259265905,0.028576038380109706,0.04693335555084229,0.01527278399931986,-0.0271500873882921,0.01562666890490263,-0.008100770133460052,-0.015258026072429777,0.02236392392102498,0.044870546821840676,-0.05103368311036154,-0.04062564865140736,0.026492891288482513,0.0070734011143507225,-0.007892531788491293,0.013210727998871527
